City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,ponta do sol,32.6667,-17.1,66.83,64,19,4.12,PT,1624756291
366,najran,17.4924,44.1277,75.31,13,100,1.68,SA,1624756020
367,hamilton,39.1834,-84.5333,82.49,66,1,1.01,US,1624756231
368,nome,64.5011,-165.4064,59.16,62,1,11.5,US,1624756103
369,prajeni,47.5167,27.0167,68.68,86,75,12.82,RO,1624756291
370,port hawkesbury,45.6169,-61.3485,68.92,94,100,4.0,CA,1624756001
371,borgarnes,64.5383,-21.9206,48.81,94,86,5.93,IS,1624756292
372,tessalit,20.1986,1.0114,92.75,8,0,8.1,ML,1624756292
373,egvekinot,66.3167,-179.1667,46.42,52,21,6.17,RU,1624756292
374,saint-joseph,-21.3667,55.6167,70.16,79,4,5.68,RE,1624756293
375,brae,60.3964,-1.353,49.91,93,63,15.43,GB,1624756293
376,da nang,16.0678,108.2208,93.18,59,20,3.44,VN,1624756293
377,bilma,18.6853,12.9164,88.95,11,6,11.25,NE,1624756294
378,sur,22.5667,59.5289,83.26,61,0,11.52,OM,1624756294
379,ikalamavony,-21.15,46.5833,54.61,71,0,4.29,MG,1624756294
380,marihatag,8.7936,126.2969,83.48,72,90,2.75,PH,1624756295
381,marienburg,54.0359,19.0266,57.88,92,0,4.43,PL,1624756295
382,perote,19.5667,-97.2333,57.02,86,100,4.54,MX,1624756296
383,upernavik,72.7868,-56.1549,37.54,95,100,16.44,GL,1624756023
384,kudahuvadhoo,2.6708,72.8944,82.15,72,15,9.06,MV,1624756296
385,strezhevoy,60.7333,77.5889,55.38,52,43,2.95,RU,1624756296
386,yambio,4.5721,28.3955,69.94,72,48,4.12,SS,1624756297
387,deputatskiy,69.3,139.9,80.17,25,95,9.95,RU,1624756297
388,ixtapa,20.7,-105.2,82.22,89,90,2.3,MX,1624756298
389,robertsport,6.7533,-11.3686,78.58,82,100,6.49,LR,1624756298
390,sibenik,43.7272,15.9058,73.06,61,0,5.57,HR,1624756298
391,constanza,47.6603,9.1758,64.33,91,16,3.0,DE,1624756299
392,hualmay,-11.0964,-77.6139,62.64,84,44,10.67,PE,1624755836
393,churachandpur,24.3333,93.6667,70.79,93,100,2.55,IN,1624756299
394,gloucester,51.8657,-2.2431,59.72,86,52,1.99,GB,1624756299
395,dakoro,14.5106,6.765,92.34,31,5,11.99,NE,1624756300
396,tautira,-17.7333,-149.15,84.22,70,0,3.29,PF,1624755715
397,kyabram,-36.3167,145.05,48.87,81,99,2.71,AU,1624756300
398,charyshskoye,51.3978,83.5598,52.57,87,94,2.62,RU,1624756300
399,khandyga,62.6667,135.6,82.6,36,56,1.79,RU,1624756301
400,manaure,11.7751,-72.4445,82.09,73,98,9.84,CO,1624756301
401,gualeguay,-33.1416,-59.3097,47.5,78,97,13.4,AR,1624756301
402,izumo,35.3667,132.7667,77.4,67,89,2.71,JP,1624756302
403,jalu,29.0331,21.5482,85.93,29,0,8.61,LY,1624756302
404,pacific grove,36.6177,-121.9166,91.15,83,20,4.0,US,1624756303
405,banff,51.1762,-115.5698,80.58,27,8,3.22,CA,1624756225
406,verkhneye kazanishche,42.7355,47.1378,67.06,48,100,7.36,RU,1624756303
407,bam,29.106,58.357,82.24,15,0,6.49,IR,1624756304
408,tuy hoa,13.0833,109.3,87.46,60,87,6.91,VN,1624756304
409,lavrentiya,65.5833,-171.0,46.83,83,77,5.95,RU,1624756304
410,aguachica,8.3084,-73.6166,75.25,92,84,1.72,CO,1624756305
411,ballina,-28.8667,153.5667,60.98,68,60,8.63,AU,1624756305
412,san vicente de canete,-13.0751,-76.3835,62.74,83,87,2.75,PE,1624756305
413,sokolo,14.7328,-6.1219,90.64,35,89,2.19,ML,1624756306
414,ryotsu,38.0833,138.4333,73.98,71,86,5.79,JP,1624756306
415,cabra,37.4725,-4.4421,72.9,74,6,3.18,ES,1624756307
416,waingapu,-9.6567,120.2641,83.28,70,67,10.31,ID,1624756034
417,sambava,-14.2667,50.1667,68.09,88,11,9.33,MG,1624756307
418,lithakia,37.7167,20.8333,67.37,63,56,3.47,GR,1624756308
419,sioux lookout,50.1001,-91.917,72.14,57,86,4.59,CA,1624755990
420,amarillo,35.222,-101.8313,80.01,61,40,1.99,US,1624756279
421,dingle,10.9995,122.6711,82.94,76,100,4.52,PH,1624756309
422,faya,18.3851,42.4509,68.52,17,72,4.59,SA,1624756309
423,turhal,40.3875,36.0811,58.98,93,0,0.49,TR,1624756309
424,chulman,56.8479,124.9104,70.48,61,17,6.62,RU,1624756310
425,chabahar,25.2919,60.643,82.94,83,7,12.46,IR,1624755852
426,constitucion,-35.3333,-72.4167,43.5,75,0,7.43,CL,1624756256
427,garhakota,23.7667,79.15,83.23,67,30,0.96,IN,1624756310
428,mbamba,9.9833,13.1,69.51,89,100,3.33,NG,1624756311
429,te anau,-45.4167,167.7167,49.48,88,100,5.97,NZ,1624755855
430,asau,46.4333,26.4,65.32,100,5,3.24,RO,1624756311
431,san policarpo,12.1791,125.5072,85.26,70,98,4.32,PH,1624755945
432,akdepe,42.0551,59.3788,80.69,19,3,6.78,TM,1624755957
433,tual,-5.6667,132.75,80.94,75,37,19.39,ID,1624756312
434,george,-33.963,22.4617,50.43,78,11,4.54,ZA,1624756312
435,gaya,24.7833,85.0,81.63,80,70,3.24,IN,1624756312
436,qui nhon,13.7667,109.2333,87.66,59,45,3.56,VN,1624756313
437,usogorsk,63.4106,48.6872,61.2,79,100,3.69,RU,1624756313
438,shakawe,-18.3667,21.85,51.78,43,9,2.06,BW,1624756313
439,ames,42.0347,-93.6199,71.85,86,90,10.36,US,1624756314
440,batarci,48.0333,23.1667,61.29,91,0,3.6,RO,1624756314
441,yatou,37.15,122.3833,75.45,79,100,13.18,CN,1624756314
442,halifax,44.6453,-63.5724,67.89,92,100,4.0,CA,1624756248
443,bonthe,7.5264,-12.505,74.48,94,100,4.65,SL,1624756315
444,batagay-alyta,67.8006,130.4114,79.47,27,6,12.53,RU,1624756315
445,batticaloa,7.7102,81.6924,80.11,73,100,4.0,LK,1624756316
446,kungurtug,50.5994,97.5228,53.64,74,100,1.99,RU,1624756316
447,matara,5.9485,80.5353,76.89,89,86,11.21,LK,1624756316
448,kushima,31.4583,131.2333,69.31,96,100,5.73,JP,1624756317
449,santa marta,11.2408,-74.199,83.98,77,100,1.99,CO,1624756307
450,afsin,38.2477,36.914,61.07,66,0,3.58,TR,1624756317
451,waipawa,-41.4122,175.5153,55.45,88,100,16.53,NZ,1624755960
452,osorno,-40.5667,-73.15,32.31,100,90,0.0,CL,1624756163
453,narasannapeta,18.4167,84.05,84.27,77,100,4.65,IN,1624756318
454,skeldon,5.8833,-57.1333,74.86,93,51,6.62,GY,1624756318
455,yeppoon,-23.1333,150.7333,58.78,88,100,9.71,AU,1624756318
456,westport,41.1415,-73.3579,78.58,88,1,1.99,US,1624756031
457,chaiyaphum,15.75,102.0,84.06,67,100,8.41,TH,1624756319
458,oranjemund,-28.55,16.4333,52.7,76,0,4.16,NA,1624756319
459,bozhou,33.8772,115.7703,82.45,70,66,4.41,CN,1624756319
460,svetlaya,46.5389,138.3297,61.07,87,99,8.55,RU,1624756320
461,atambua,-9.1061,124.8925,80.46,61,38,5.03,ID,1624756320
462,riyadh,24.6877,46.7219,90.36,9,0,7.65,SA,1624755677
463,prince rupert,54.3161,-130.3201,71.19,73,28,3.67,CA,1624755796
464,manta,-0.95,-80.7333,73.18,83,90,13.8,EC,1624756321
465,shingu,33.7333,135.9833,66.6,94,100,4.88,JP,1624756321
466,humberto de campos,-2.5983,-43.4611,73.99,90,5,1.7,BR,1624756272
467,biak,-0.9131,122.8766,78.6,79,100,2.13,ID,1624756322
468,xinzhou,38.4092,112.7333,79.39,49,6,2.42,CN,1624756322
469,skelleftea,64.7507,20.9528,53.96,63,100,3.44,SE,1624756322
470,talnakh,69.4865,88.3972,51.82,58,15,3.74,RU,1624756323
471,bathsheba,13.2167,-59.5167,81.21,65,20,19.57,BB,1624756323
472,rancho cucamonga,34.1064,-117.5931,108.45,40,1,5.01,US,1624756323
473,phibun mangsahan,15.2447,105.2291,89.11,75,74,9.37,TH,1624756324
474,shimoda,34.6667,138.95,72.1,86,100,7.94,JP,1624755959
475,udachnyy,66.4167,112.4,73.06,52,66,12.24,RU,1624755840
476,vila,42.0304,-8.1588,53.74,91,63,3.09,PT,1624756324
477,kelvington,52.1667,-103.5343,66.31,70,100,12.12,CA,1624756324
478,huzhou,30.8703,120.0933,74.93,98,100,2.26,CN,1624756137
479,alice springs,-23.7,133.8833,49.55,66,5,16.11,AU,1624755915
480,ozernovskiy,51.5,156.5167,43.81,98,100,5.91,RU,1624756325
481,maryborough,-25.5333,152.7,56.1,78,100,6.69,AU,1624756325
482,tianpeng,30.9866,103.9393,78.64,81,100,1.36,CN,1624756326
483,salme,28.0369,85.0942,64.69,80,98,1.63,NP,1624756326
484,tarakan,3.3,117.6333,81.9,89,40,3.44,ID,1624756016
485,bad hofgastein,47.1667,13.1,58.59,97,50,1.01,AT,1624756326
486,sechura,-5.5569,-80.8222,68.68,74,12,14.85,PE,1624756327
487,neuquen,-38.9516,-68.0591,35.49,75,0,0.0,AR,1624756327
488,tateyama,34.9833,139.8667,77.05,80,100,6.31,JP,1624756327
489,kushiro,42.975,144.3747,67.86,78,12,4.72,JP,1624756328
490,grabovo,53.3875,45.064,63.75,90,23,1.57,RU,1624756328
491,namyslow,51.0759,17.7228,64.58,87,66,3.78,PL,1624756329
492,sfantu gheorghe,45.8667,25.7833,64.27,95,7,0.63,RO,1624756329
493,demmin,53.9076,13.0314,60.01,90,26,3.18,DE,1624756329
494,urumqi,43.801,87.6005,61.75,48,0,11.18,CN,1624755618
495,sabinas,27.85,-101.1167,96.39,23,3,22.15,MX,1624756207
496,inirida,3.8653,-67.9239,73.78,96,78,1.48,CO,1624756330
497,melendugno,40.2747,18.3368,77.05,73,22,9.4,IT,1624756330
498,portales,34.1862,-103.3344,70.11,39,14,12.86,US,1624756217
499,aksu,41.1231,80.2644,77.16,28,0,4.81,CN,1624756330
500,luba,3.4568,8.5547,78.24,85,100,5.21,GQ,1624756331
501,shenjiamen,29.9576,122.298,73.26,98,100,5.3,CN,1624755845
502,cockburn town,21.4612,-71.1419,80.78,76,0,15.59,TC,1624756331
503,bosaso,11.2842,49.1816,91.06,38,100,24.34,SO,1624755752
504,vanimo,-2.6741,141.3028,83.53,70,46,6.93,PG,1624756332
505,viedma,-40.8135,-62.9967,46.72,68,100,19.28,AR,1624755904
506,pontianak,-0.0333,109.3333,78.78,94,40,4.61,ID,1624756332
507,praia,14.9215,-23.5087,77.54,78,75,11.5,CV,1624756333
508,bang saphan,11.2126,99.5117,84.94,72,12,3.76,TH,1624756149
509,mancio lima,-7.6142,-72.8958,77.31,73,78,0.81,BR,1624756333
510,northeim,51.7,10.0,61.95,88,11,1.7,DE,1624756333
511,isiro,2.7739,27.616,69.75,81,92,2.24,CD,1624755994
512,mvangue,2.9667,11.5167,66.24,99,100,2.75,CM,1624756334
513,farafangana,-22.8167,47.8333,64.2,89,4,6.96,MG,1624756334
514,siedlce,52.1677,22.2901,58.57,93,42,5.86,PL,1624756334
515,belaya gora,68.5333,146.4167,87.15,21,10,10.94,RU,1624756335
516,emerald,-23.5333,148.1667,59.34,50,0,17.49,AU,1624756335
517,itoman,26.1247,127.6694,81.37,91,75,3.44,JP,1624755953
518,hurricane,37.1753,-113.2899,100.87,15,91,10.09,US,1624756336
519,rocha,-34.4833,-54.3333,55.02,96,100,6.26,UY,1624756107
520,rockport,28.0206,-97.0544,87.03,75,1,5.99,US,1624756336
521,nishihara,26.1842,127.7558,80.65,92,75,9.22,JP,1624756336
522,bambanglipuro,-7.95,110.2833,64.6,83,24,3.2,ID,1624756337
523,nago,26.5881,127.9761,81.45,90,100,10.96,JP,1624756337
524,katsuura,35.1333,140.3,81.23,82,100,8.39,JP,1624756337
525,trinidad,-14.8333,-64.9,73.87,68,6,2.98,BO,1624756338
526,cerfontaine,50.17,4.4115,61.45,94,97,3.0,BE,1624756338
527,padang,-0.9492,100.3543,75.25,82,94,2.46,ID,1624755905
528,caravelas,-17.7125,-39.2481,68.13,65,1,3.09,BR,1624756338
529,porto novo,6.4965,2.6036,72.5,95,100,4.43,BJ,1624755905
530,raudeberg,61.9875,5.1352,52.2,76,88,14.0,NO,1624756339
531,bubaque,11.2833,-15.8333,77.34,80,100,4.54,GW,1624756339
532,oktyabrskiy,54.4815,53.471,65.95,85,12,3.96,RU,1624756340
533,tshikapa,-6.4167,20.8,69.39,43,0,2.39,CD,1624756340
534,nivala,63.9167,24.9667,54.68,75,100,3.31,FI,1624756340
535,lianran,24.9227,102.485,66.6,90,100,3.11,CN,1624756341
536,yamunanagar,30.1,77.2833,83.84,58,0,5.95,IN,1624756341
537,malmesbury,-33.4608,18.7271,55.54,85,23,4.47,ZA,1624756341
538,la quinta,33.6634,-116.31,115.84,7,0,1.01,US,1624756342
539,rabo de peixe,37.8,-25.5833,65.71,94,20,9.22,PT,1624756008
540,amazar,53.858,120.875,78.84,53,100,1.21,RU,1624756342
541,varenikovskaya,45.1209,37.6417,68.32,95,78,7.31,RU,1624756342
542,haines junction,60.7522,-137.5108,67.77,49,100,9.44,CA,1624756343
543,san patricio,28.017,-97.5169,85.87,73,5,14.74,US,1624756343
544,berlevag,70.8578,29.0864,46.4,93,100,7.85,NO,1624756344
545,necochea,-38.5473,-58.7368,45.03,80,90,12.21,AR,1624756344
546,batemans bay,-35.7167,150.1833,62.91,42,2,4.45,AU,1624756344
547,korla,41.7597,86.1469,79.61,15,6,8.03,CN,1624755927
548,coos bay,43.3665,-124.2179,86.31,76,1,11.5,US,1624756345
549,waddan,29.1614,16.139,86.45,20,0,4.74,LY,1624756345
550,atherton,53.5237,-2.4935,58.55,88,2,6.62,GB,1624756345
551,ouro fino,-22.2831,-46.3692,60.6,73,93,4.72,BR,1624756346
552,pochutla,15.7432,-96.4661,77.85,68,100,9.15,MX,1624756346
553,sungaipenuh,-2.0833,101.3833,66.13,91,100,2.64,ID,1624755907
554,port hedland,-20.3167,118.5667,68.05,42,90,12.66,AU,1624756346
555,shitkino,56.3703,98.3543,61.38,65,8,5.46,RU,1624756347
556,rumoi,43.9344,141.6428,71.08,65,100,2.48,JP,1624756347
557,macusani,-14.0833,-70.4333,33.57,88,40,3.2,PE,1624756348
558,verkhnyaya inta,65.9811,60.3094,56.68,82,100,4.52,RU,1624756348
559,melfi,40.9965,15.6514,65.41,57,0,4.25,IT,1624756004
560,salalah,17.0151,54.0924,80.69,89,75,4.61,OM,1624756349
561,cidreira,-30.1811,-50.2056,62.28,99,100,4.94,BR,1624756349
562,hasaki,35.7333,140.8333,81.18,77,100,7.74,JP,1624756349
563,yelizovo,53.1873,158.3805,69.94,37,20,17.9,RU,1624756349
564,markova,48.6758,24.4138,57.27,95,16,4.5,UA,1624756350
565,amapa,1.0,-52.0,71.62,93,91,2.08,BR,1624756350
566,baturaja,-4.1333,104.1667,75.92,93,28,2.53,ID,1624756351
567,miandrivazo,-19.5167,45.4667,62.31,57,0,0.67,MG,1624756351
568,dunmore east,52.1514,-6.9861,55.22,77,12,14.14,IE,1624756351
569,takoradi,4.8845,-1.7554,75.27,90,100,4.38,GH,1624756352
570,babu,24.4167,111.5167,83.84,80,100,4.68,CN,1624756352
571,quzhou,28.9594,118.8686,82.44,87,100,1.61,CN,1624756352
572,kimberley,-28.7323,24.7623,40.23,61,70,5.03,ZA,1624756353
573,sabha,27.0377,14.4283,88.23,16,0,13.94,LY,1624756353
574,hirado,33.3597,129.5531,74.35,80,92,1.88,JP,1624756354
575,kiruna,67.8557,20.2251,49.12,71,90,5.75,SE,1624756354
576,slonim,53.0867,25.3219,60.94,93,95,9.75,BY,1624756354
577,wilson,36.1501,-86.2833,83.59,63,1,8.05,US,1624756225
578,gamboula,4.1178,15.1393,66.36,97,96,2.3,CF,1624756276
579,kloulklubed,7.0419,134.2556,86.5,70,95,7.2,PW,1624755991
